dut_id:5C291FDKY000BY result:PASS time:41.975 device_config: FM17-UB2N station_id: 4CS4_FVN-E2F3-G01_FATP-RF-CELL_BJ26A-01
phase,measurement,value,low_limit,high_limit,low_limit2,high_limit2
station_info,station_info_latest_calibration_dut,"""5C291FDKY0005H""",'x' matches .*
station_info,station_info_latest_calibration_time,"""2026-02-02 18:36:16""",'x' matches .*
station_info,station_info_latest_calibration_result,"""PASS""",'x' matches .*
station_info,station_info_test_config_yaml,"""FATP_RF_CELL_FC_AOW_LOOP.yaml""",'x' matches .*
station_info,station_info_station_loss_file,"""MMW_fatp_station_loss.csv""",'x' matches .*
station_info,station_info_station_loss_offset_file,"""Not found""",'x' matches .*
station_info,station_info_dut_connection_type,"""WIFI""",'x' matches .*
equip_info,equip_info_rf_equip_manufacturer,"""Rohde&Schwarz""",'x' matches .*
equip_info,equip_info_rf_equip_model,"""CMW""",'x' matches .*
equip_info,equip_info_rf_equip_serial_number,"""1201.0002k06/101060""",'x' matches .*
equip_info,equip_info_rf_equip_software_options,"""K046,K046,K046,K046,K108,KM011,KM011,KM011,KM011,KM012,KM012,KM012,KM012,KM200,KM200,KM200,KM200,KM201,KM201,KM201,KM201,KM400,KM400,KM400,KM400,KM401,KM401,KM401,KM401,KM403,KM403,KM403,KM403,KM500,KM500,KM500,KM500,KM550,KM550,KM550,KM550,KM800,KM800,KM800,KM800,KM880,KM880,KM880,KM880,KT960,KV110,KV110,KV110,KV110""",'x' matches .*
equip_info,equip_info_rf_equip_hardware_options,"""CMW-H16E,KM200,KM400,KM500,KM800,KM880""",'x' matches .*
equip_info,equip_info_rf_equip_software_version,"""3.8.17""",'x' matches .*
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CBN45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CBN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CBN45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CBN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CBP45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CBP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CBP45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CBP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CU0H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CU0H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CU0V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CU0V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CUFH_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CUFH_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CUFV_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CUFV_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CUN45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CUN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CUN45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CUN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CUP45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CUP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CUP45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant0_CUP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CB0H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CB0H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CB0V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CB0V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CBFH_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CBFH_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CBFV_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CBFV_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CBN45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CBN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CBN45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CBN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CBP45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CBP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CBP45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CBP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CU0H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CU0H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CU0V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CU0V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CUFH_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CUFH_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CUFV_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CUFV_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CUN45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CUN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CUN45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CUN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CUP45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CUP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CUP45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant1_CUP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_TX_Ant1_CBFH_RA1_2395.0MHz,28.95,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CB0H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CB0H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CB0V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CB0V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CBFH_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CBFH_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CBFV_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CBFV_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CBN45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CBN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CBN45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CBN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CBP45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CBP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CBP45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CBP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CU0H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CU0H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CU0V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CU0V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CUFH_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CUFH_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CUFV_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CUFV_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CUN45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CUN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CUN45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CUN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CUP45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CUP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CUP45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant2_CUP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CB0H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CB0H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CB0V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CB0V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CBFH_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CBFH_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CBFV_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CBFV_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CBN45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CBN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CBN45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CBN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CBP45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CBP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CBP45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CBP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CU0H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CU0H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CU0V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CU0V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CUFH_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CUFH_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CUFV_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CUFV_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CUN45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CUN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CUN45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CUN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CUP45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CUP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CUP45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant5_CUP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_TX_Ant5_CBFV_RA1_2395.0MHz,30.36,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_TX_Ant5_CBP45V_RA1_2305.0MHz,29.52,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_TX_Ant5_CBP45V_RA1_2395.0MHz,28.58,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CB0H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CB0H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CB0V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CB0V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CBFH_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CBFH_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CBFV_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CBFV_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CBN45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CBN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CBN45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CBN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CBP45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CBP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CBP45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CBP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CU0H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CU0H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CU0V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CU0V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CUFH_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CUFH_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CUFV_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CUFV_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CUN45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CUN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CUN45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CUN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CUP45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CUP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CUP45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant6_CUP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CB0H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CB0H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CB0V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CB0V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CBFH_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CBFH_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CBFV_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CBFV_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CBN45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CBN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CBN45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CBN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CBP45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CBP45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CBP45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CBP45V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CU0H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CU0H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CU0V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CU0V_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CUFH_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CUFH_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CUFV_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CUFV_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CUN45H_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CUN45H_RA1_6000.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CUN45V_RA1_600.0MHz,20.0,0.0 , 100.0
LTE_instrument_init,RF_path_loss_LTE_RX_Ant7_CUN45V_RA1_6000.0MHz,20.0,0.0 , 100.0
